Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
210.000000,13284.379337,13350.495797,8752.876073,10866.702898,8731.463102,31606.953634,-4811.190642,-2967.507001,9966.687556,3125.757352,4691.094719,8185.097061,26533.979360,21937.164299,2087.697636,6100.729835,-0.008000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886450,101.000000
212.000000,13300.629056,13369.830056,8808.554269,10926.113835,8833.632926,31655.300457,-4768.409403,-2936.818056,9975.158867,3134.183959,4706.070388,8194.350683,26576.201806,21960.454817,2126.142636,6117.806568,-0.008000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886499,0.000000
214.000000,13285.340462,13358.341260,8727.171567,10875.062451,8711.525346,31597.878825,-4814.565756,-2965.741213,9971.671995,3146.052736,4697.777891,8203.939581,26566.568204,21960.499520,2120.867624,6133.877472,-0.008000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886536,0.000000
216.000000,13307.446338,13368.935987,8783.386205,10908.746530,8801.312304,31628.992454,-4783.675645,-2937.063925,9957.411582,3117.911889,4681.684635,8184.560619,26535.253410,21930.078796,2089.686941,6121.852234,-0.002000,-0.014000,1.006000,192.000000,127.500000,120.000000,127.500000,72.000000,15.500000,56.000000,0.000000,0.000000,0.000000,1771415885.886574,0.000000
218.000000,13313.727178,13376.200304,8781.173382,10906.041969,8790.941094,31629.841820,-4784.234438,-2931.408934,10002.606809,3156.446297,4735.820560,8219.317582,26602.465105,21976.145741,2132.758752,6133.542196,-0.002000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886611,0.000000
220.000000,13286.748622,13349.713486,8738.705067,10872.961387,8726.344553,31601.343346,-4816.488006,-2957.918102,9970.420297,3125.824407,4692.525231,8190.617942,26588.964652,21945.143872,2099.029970,6128.110722,-0.002000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886646,0.000000
222.000000,13327.585259,13389.343129,8816.846766,10925.085655,8841.545444,31657.066245,-4769.214066,-2919.786026,9997.756481,3150.701898,4717.425074,8210.041608,26589.255224,21977.330384,2118.386581,6128.490702,-0.002000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886656,0.000000
224.000000,13290.995454,13355.994327,8748.428076,10864.199503,8723.952916,31598.012936,-4813.470520,-2954.319472,9991.296827,3152.870018,4718.944993,8210.309829,26579.286346,21985.421715,2123.818055,6122.992173,-0.002000,-0.014000,1.006000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886670,0.000000
226.000000,13294.214105,13359.883530,8788.840030,10894.173192,8812.309362,31626.019672,-4790.135299,-2947.993928,9969.548579,3127.232567,4686.065577,8182.325444,26582.549701,21948.384875,2097.621810,6108.999981,0.002000,-0.012000,1.000000,192.000000,0.000000,8.000000,127.500000,80.000000,15.500000,32.000000,0.000000,0.000000,0.000000,1771415885.886686,0.000000
228.000000,13297.075128,13350.585204,8785.643731,10885.813640,8786.962484,31620.632901,-4790.604686,-2943.836503,9993.263780,3143.929320,4720.956650,8203.358436,26651.728350,21980.616090,2139.084296,6147.154408,0.002000,-0.012000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886700,0.000000
230.000000,13271.996471,13329.105178,8757.122905,10849.939090,8721.360114,31583.864282,-4818.812587,-2966.747042,9965.949949,3105.104340,4690.446519,8172.960064,26554.006523,21943.087511,2103.299153,6131.485835,0.002000,-0.012000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886711,0.000000
232.000000,13321.215012,13376.826152,8832.627098,10911.451091,8843.981784,31645.935076,-4769.325825,-2922.982326,9984.881876,3133.759276,4713.178243,8194.954180,26585.343669,21974.894044,2136.178569,6125.808492,0.002000,-0.012000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886722,0.000000
234.000000,13280.892465,13343.119722,8762.062640,10857.672794,8723.997620,31589.072238,-4813.202299,-2957.225198,9994.403719,3142.632919,4716.888632,8205.638314,26617.306664,21989.176808,2133.809284,6118.275955,0.002000,-0.012000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886732,0.000000
236.000000,13299.712634,13365.873798,8797.557211,10892.295646,8803.882754,31633.105175,-4787.855421,-2943.680041,9967.961606,3116.056695,4685.082100,8179.978511,26588.383506,21958.599622,2100.214613,6110.810472,0.002000,-0.010000,1.004000,192.000000,0.000000,8.000000,127.500000,88.000000,15.500000,48.000000,0.000000,0.000000,0.000000,1771415885.886743,0.000000
238.000000,13295.197582,13360.531731,8786.716615,10896.967160,8776.412460,31627.137259,-4788.056587,-2944.216483,9995.275437,3150.634843,4721.917775,8208.722855,26619.921818,22007.371128,2140.201883,6140.068905,0.002000,-0.010000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886754,0.000000
240.000000,13263.256939,13331.541518,8735.821692,10857.426924,8716.532137,31591.799151,-4820.108988,-2970.815059,9954.550559,3111.273421,4677.929542,8173.205933,26562.880166,21957.526738,2102.762711,6125.696734,0.002000,-0.010000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886764,0.000000
242.000000,13318.398692,13378.636644,8806.229687,10919.877698,8827.352086,31655.658085,-4771.426889,-2929.330221,9980.545638,3143.124657,4712.999429,8195.177698,26598.508847,21996.642291,2117.783084,6129.116551,0.002000,-0.010000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886775,0.000000
244.000000,13279.886637,13345.667821,8734.324126,10866.211160,8695.454442,31600.046945,-4812.531747,-2958.812172,9986.580609,3141.962366,4708.149100,8199.849212,26633.176402,21987.522779,2111.211671,6141.566472,0.002000,-0.010000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886785,0.000000
246.000000,13298.796213,13357.760114,8783.654426,10894.061434,8784.481440,31627.718404,-4790.872907,-2944.194131,9963.558312,3112.569822,4677.594266,8175.418755,26554.095930,21961.728866,2081.036816,6129.921213,0.003000,-0.010000,1.002000,192.000000,0.000000,16.000000,127.500000,88.000000,15.500000,32.000000,0.000000,0.000000,0.000000,1771415885.886796,0.000000
248.000000,13291.397785,13351.635736,8776.859495,10884.338425,8768.991681,31628.031329,-4791.431700,-2946.474009,9995.968341,3148.287910,4725.784627,8205.437148,26585.142503,22009.203972,2136.312680,6147.690850,0.003000,-0.010000,1.002000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886806,0.000000
250.000000,13263.346346,13321.460881,8726.165739,10846.943956,8712.240602,31592.290889,-4822.254756,-2975.486574,9957.031603,3099.292886,4675.604960,8163.281758,26570.077428,21963.092323,2103.500319,6135.375039,0.003000,-0.010000,1.002000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886817,0.000000
252.000000,13314.084806,13373.875722,8813.315190,10913.082768,8833.342354,31655.680437,-4769.974025,-2928.056172,9987.921713,3137.179093,4706.271554,8191.579067,26631.075338,21997.871637,2127.260223,6120.399370,0.003000,-0.010000,1.002000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886828,0.000000
254.000000,13268.375488,13325.797120,8744.695335,10846.429866,8697.086119,31596.649479,-4817.247965,-2968.557533,9986.401795,3132.038192,4714.027609,8194.507145,26578.258166,21979.543207,2130.680040,6131.977574,0.003000,-0.010000,1.002000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886839,0.000000
0.000000,13290.302550,13352.350992,8792.058681,10887.959407,8788.638865,31625.796154,-4790.112947,-2950.117344,9959.199722,3104.545546,4678.823612,8168.959101,26542.987113,21958.219642,2097.979438,6125.383809,0.000500,-0.007000,1.000000,192.000000,127.500000,120.000000,127.500000,112.000000,15.500000,24.000000,0.000000,0.000000,0.000000,1771415885.886849,0.000000
2.000000,13291.800117,13354.250891,8784.369681,10888.294683,8764.811905,31622.890427,-4789.978837,-2949.044460,9991.520344,3151.014823,4719.101455,8208.141709,26611.629321,22007.862867,2133.250491,6126.009658,0.000500,-0.007000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886860,0.000000
4.000000,13266.095610,13326.065341,8741.543739,10853.694183,8688.257180,31579.259822,-4819.438436,-2977.408824,9965.301748,3110.334648,4669.614693,8175.932846,26553.201861,21965.863939,2083.450804,6120.041742,0.000500,-0.007000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886870,0.000000
6.000000,13320.320942,13374.792144,8813.404597,10916.189661,8816.735007,31639.386015,-4770.309302,-2935.611062,9976.030585,3132.306413,4707.545603,8194.328331,26613.640978,21996.284663,2112.441017,6114.699675,0.000500,-0.007000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771415885.886881,0.000000
