Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
90.000000,19019.524040,-4468.516048,-1727.320460,-1899.697113,-2658.762355,-14669.986328,-1188.017570,1352.213484,-1058.936245,-11184.276484,-3721.654859,-3787.011360,949.189180,14435.695343,-517.442884,-5042.374735,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056240,0.000000
92.000000,19036.533718,-4445.113772,-1705.996896,-1876.250133,-2626.799360,-14640.370266,-1166.582247,1372.084185,-1059.562094,-11191.138469,-3726.259318,-3796.488499,951.603168,14429.772130,-514.872434,-5039.446657,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,127.500000,72.000000,15.500000,48.000000,0.000000,0.000000,0.000000,1770025103.056307,0.000000
94.000000,19031.973962,-4452.959234,-1714.624669,-1887.940095,-2628.878072,-14637.330429,-1181.960247,1359.075470,-1036.338632,-11170.172533,-3692.843460,-3774.337920,969.238695,14453.017944,-489.413797,-5011.663438,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056360,0.000000
96.000000,19026.363674,-4457.183714,-1724.973527,-1894.153880,-2634.957747,-14630.669609,-1192.823195,1350.313586,-1064.971216,-11193.507754,-3744.341879,-3804.021037,940.717869,14428.922764,-508.457483,-5017.944278,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056413,0.000000
98.000000,19044.669753,-4432.753257,-1712.322439,-1874.014959,-2617.836311,-14615.269257,-1176.059386,1367.859705,-1042.708879,-11165.702184,-3704.980457,-3776.886019,965.260084,14457.309479,-489.726721,-4986.137746,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056476,0.000000
100.000000,19032.264535,-4455.708498,-1729.577986,-1896.344351,-2648.011166,-14649.288613,-1197.382950,1348.704260,-1047.469800,-11174.888751,-3726.236966,-3787.413691,958.442802,14444.457226,-503.048361,-5010.031761,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056521,0.000000
102.000000,19057.656116,-4428.640536,-1706.578041,-1872.740909,-2633.750753,-14639.587955,-1168.303331,1376.643941,-1050.666100,-11179.135582,-3725.119379,-3788.307761,957.124049,14438.042276,-514.783027,-5032.629375,-0.002500,-0.009125,1.005875,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056540,0.000000
104.000000,19039.998238,-4445.694917,-1716.971602,-1889.281200,-2655.342538,-14664.666613,-1177.668712,1364.194019,-1028.917853,-11161.164780,-3688.328408,-3765.576037,978.022930,14455.856616,-499.226212,-5027.220252,-0.002000,-0.016000,1.004000,192.000000,127.500000,120.000000,127.500000,64.000000,15.500000,48.000000,0.000000,0.000000,0.000000,1770025103.056558,0.000000
106.000000,19032.264535,-4446.521931,-1720.123198,-1896.098482,-2665.624340,-14676.378927,-1183.614276,1362.651749,-1068.212219,-11190.110289,-3742.911368,-3801.651752,939.555578,14419.780900,-532.910291,-5065.307625,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056575,0.000000
108.000000,19059.131331,-4427.500597,-1700.364256,-1877.345369,-2637.125866,-14657.804627,-1165.866991,1382.924781,-1038.573806,-11169.479629,-3692.284667,-3769.867572,964.366015,14446.267718,-506.356419,-5043.402915,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056593,0.000000
110.000000,19047.419017,-4439.279966,-1717.530396,-1895.964372,-2653.800267,-14667.907616,-1190.945648,1364.797516,-1039.199655,-11171.759507,-3710.970725,-3778.495345,963.673110,14439.539843,-512.994887,-5053.796477,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056610,0.000000
112.000000,19073.727020,-4413.016667,-1696.765625,-1869.790479,-2623.983040,-14640.370266,-1169.264456,1389.317380,-1034.170512,-11167.691489,-3709.741379,-3776.796612,967.137631,14444.948965,-512.078465,-5049.907273,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056627,0.000000
114.000000,19060.673602,-4421.689143,-1707.427407,-1878.015921,-2633.571939,-14645.444112,-1181.535564,1377.538011,-1009.270669,-11145.540910,-3672.212800,-3753.304929,994.831442,14472.910997,-492.453634,-5025.342706,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,127.500000,80.000000,15.500000,64.000000,0.000000,0.000000,0.000000,1770025103.056644,0.000000
116.000000,19048.089570,-4442.789190,-1717.664506,-1887.247191,-2639.808075,-14645.466464,-1186.855279,1363.858743,-1050.621396,-11175.089917,-3729.299155,-3787.100767,952.787811,14443.250232,-516.973498,-5046.912139,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056661,0.000000
118.000000,19056.225605,-4423.387876,-1702.621782,-1870.438680,-2616.919889,-14617.772653,-1170.694968,1375.392243,-1029.119018,-11161.969443,-3689.021312,-3770.024034,981.398044,14464.618500,-491.827785,-5010.679962,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056678,0.000000
120.000000,19032.868032,-4448.801809,-1724.034753,-1894.846784,-2636.276500,-14632.189528,-1198.947573,1349.464220,-1045.212274,-11175.425193,-3718.793835,-3788.218354,957.168753,14451.229805,-500.790835,-5011.283459,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056697,0.000000
122.000000,19062.931128,-4420.124521,-1703.895832,-1872.249171,-2603.151214,-14607.289685,-1176.819346,1375.705168,-1045.949882,-11172.206542,-3723.130074,-3787.436043,959.493334,14455.677802,-496.029913,-5006.813110,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056715,0.000000
124.000000,19048.514253,-4433.289699,-1715.541090,-1886.844860,-2618.484511,-14630.624906,-1187.324665,1364.573999,-1024.894539,-11152.939338,-3686.875544,-3763.832601,983.432053,14471.413430,-478.260276,-4997.604191,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,127.500000,56.000000,15.500000,56.000000,0.000000,0.000000,0.000000,1770025103.056732,0.000000
126.000000,19048.178977,-4439.101152,-1719.005611,-1889.616476,-2636.120038,-14644.147711,-1185.022436,1362.696452,-1055.382318,-11181.057832,-3736.518769,-3793.336903,951.357299,14435.941212,-509.217442,-5035.110418,-0.002000,-0.016000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1770025103.056749,0.000000
